RegionID,SizeRank,RegionName,RegionType,StateName,State,longitude,latitude,1/31/00,2/29/00,3/31/00,4/30/00,5/31/00,6/30/00,7/31/00,8/31/00,9/30/00,10/31/00,11/30/00,12/31/00,1/31/01,2/28/01,3/31/01,4/30/01,5/31/01,6/30/01,7/31/01,8/31/01,9/30/01,10/31/01,11/30/01,12/31/01,1/31/02,2/28/02,3/31/02,4/30/02,5/31/02,6/30/02,7/31/02,8/31/02,9/30/02,10/31/02,11/30/02,12/31/02,1/31/03,2/28/03,3/31/03,4/30/03,5/31/03,6/30/03,7/31/03,8/31/03,9/30/03,10/31/03,11/30/03,12/31/03,1/31/04,2/29/04,3/31/04,4/30/04,5/31/04,6/30/04,7/31/04,8/31/04,9/30/04,10/31/04,11/30/04,12/31/04,1/31/05,2/28/05,3/31/05,4/30/05,5/31/05,6/30/05,7/31/05,8/31/05,9/30/05,10/31/05,11/30/05,12/31/05,1/31/06,2/28/06,3/31/06,4/30/06,5/31/06,6/30/06,7/31/06,8/31/06,9/30/06,10/31/06,11/30/06,12/31/06,1/31/07,2/28/07,3/31/07,4/30/07,5/31/07,6/30/07,7/31/07,8/31/07,9/30/07,10/31/07,11/30/07,12/31/07,1/31/08,2/29/08,3/31/08,4/30/08,5/31/08,6/30/08,7/31/08,8/31/08,9/30/08,10/31/08,11/30/08,12/31/08,1/31/09,2/28/09,3/31/09,4/30/09,5/31/09,6/30/09,7/31/09,8/31/09,9/30/09,10/31/09,11/30/09,12/31/09,1/31/10,2/28/10,3/31/10,4/30/10,5/31/10,6/30/10,7/31/10,8/31/10,9/30/10,10/31/10,11/30/10,12/31/10,1/31/11,2/28/11,3/31/11,4/30/11,5/31/11,6/30/11,7/31/11,8/31/11,9/30/11,10/31/11,11/30/11,12/31/11,1/31/12,2/29/12,3/31/12,4/30/12,5/31/12,6/30/12,7/31/12,8/31/12,9/30/12,10/31/12,11/30/12,12/31/12,1/31/13,2/28/13,3/31/13,4/30/13,5/31/13,6/30/13,7/31/13,8/31/13,9/30/13,10/31/13,11/30/13,12/31/13,1/31/14,2/28/14,3/31/14,4/30/14,5/31/14,6/30/14,7/31/14,8/31/14,9/30/14,10/31/14,11/30/14,12/31/14,1/31/15,2/28/15,3/31/15,4/30/15,5/31/15,6/30/15,7/31/15,8/31/15,9/30/15,10/31/15,11/30/15,12/31/15,1/31/16,2/29/16,3/31/16,4/30/16,5/31/16,6/30/16,7/31/16,8/31/16,9/30/16,10/31/16,11/30/16,12/31/16,1/31/17,2/28/17,3/31/17,4/30/17,5/31/17,6/30/17,7/31/17,8/31/17,9/30/17,10/31/17,11/30/17,12/31/17,1/31/18,2/28/18,3/31/18,4/30/18,5/31/18,6/30/18,7/31/18,8/31/18,9/30/18,10/31/18,11/30/18,12/31/18,1/31/19,2/28/19,3/31/19,4/30/19,5/31/19,6/30/19,7/31/19,8/31/19,9/30/19,10/31/19,11/30/19,12/31/19,1/31/20,2/29/20,3/31/20,4/30/20,5/31/20,6/30/20,7/31/20,8/31/20,9/30/20,10/31/20,11/30/20,12/31/20,1/31/21,2/28/21,3/31/21,4/30/21,5/31/21,6/30/21,7/31/21,8/31/21,9/30/21,10/31/21,11/30/21,12/31/21,1/31/22,2/28/22,3/31/22
6181,0,New York,City,NY,NY,-73.935242,40.73061,252701,254520,256204,259294,262178,265167,268273,270984,273538,276357,279829,282964,285998,288761,292049,295233,298134,300941,303551,306380,308574,310944,313640,316833,320273,322412,321810,320687,,322883,325483,328922,332152,335353,337516,339669,341889,345149,349275,354039,358658,363934,368147,371947,374508,377486,380511,383532,387127,390614,394115,397086,400923,404957,409940,414183,419804,425768,432586,438633,443346,448028,453928,460925,467905,472789,479591,486559,494553,502273,508513,516299,522460,529108,532604,535354,539115,543271,546590,549769,550917,549052,543310,540304,539494,540533,544653,546347,549153,545541,543893,542361,541659,542871,543284,544122,544406,543967,542437,539751,535587,531727,527146,523240,519313,516027,512759,508318,503572,498220,494474,490428,487057,482996,478815,474438,471151,468656,468203,467301,467292,467293,466281,465598,465236,467211,469527,470466,471692,471968,471569,469493,468601,468190,470000,470239,470486,469169,468122,467419,466745,465863,465025,464751,464518,464241,462888,463138,463022,464395,464436,464659,464967,465752,467777,469462,471108,472121,473487,475847,478411,481506,483885,486849,489961,493306,496558,499111,502390,506476,510767,515003,517521,519792,521950,524904,528191,530558,533086,535500,537608,539406,540831,543956,547016,551746,555413,559040,561971,564803,568551,572117,574981,577278,579276,582748,586151,589495,592628,595742,598974,601929,605416,609272,613345,615944,618643,620641,624217,627643,632336,635957,639625,643951,647983,651511,654138,658434,663075,667375,670886,673795,676335,678482,680879,682914,685867,688529,690504,691716,693006,693109,693457,692474,692299,690223,687496,685010,683627,683972,685388,687006,687363,687827,687230,688091,688687,690393,691552,693543,696202,699161,701210,702253,703311,704873,707933,711720,716349,721313,727207,732201,735891,738692,742776,747650,753782
12447,1,Los Angeles,City,CA,CA,-118.243683,34.052235,237081,237303,238429,240531,243086,245423,247836,250543,253080,255166,257201,259230,260740,262164,263970,266594,269170,271699,274341,277188,279749,282459,284927,287615,289653,291966,294849,298655,302902,307074,312429,318076,324127,329487,334906,340108,344292,347973,352392,356944,362747,367213,373894,380789,388625,394440,400216,406375,413796,421244,428944,438626,450670,462418,472803,482260,493600,504463,511873,518157,522983,531280,538959,547598,554660,563369,573103,583794,594311,606206,614560,621836,628190,633869,640119,644216,650544,655262,658258,660040,657859,657304,657098,659317,660155,660036,658484,658033,655329,652540,647102,641631,635612,628290,621777,614906,610495,604022,593322,578298,561455,546303,530710,516841,506316,497058,487871,475104,466474,460832,458220,454618,451054,445662,441555,439187,438726,438888,440703,445438,447362,446561,447378,449648,454009,452091,449666,444047,439168,434280,429994,428974,428267,429025,427244,425964,421036,420326,418806,416058,410823,405808,405163,405006,404944,404864,404603,405428,406655,409046,411793,413506,415307,419173,423884,431452,437438,446904,456119,467056,475907,485143,494119,504231,512158,517927,523296,527434,533341,535622,538138,537696,539260,540144,541853,540047,538891,539282,542884,547157,552644,558167,562754,563586,566438,569285,569288,569625,570580,576519,581317,588183,592691,597510,599894,605459,609663,614720,614011,615447,618212,625371,629728,632792,637244,641013,644150,645859,649809,654151,655447,657482,660121,666289,673740,679973,686261,693247,700277,705990,708542,711547,711761,713154,714693,719412,722344,722300,721867,719540,717470,717022,718325,720848,718388,718355,719705,725774,729407,733762,737887,746021,754143,760654,758084,754780,758376,769565,783615,794919,802592,807134,810303,818094,826605,839386,856074,876405,898997,912715,922531,925407,929815,935460,940493,949548,965684
